Date,Price,Open,High,Low,Vol.,Change %
3-Mar-20,"21,082.73","21,651.99","21,719.78","21,082.73",1.05B,-1.22%
4-Mar-20,"21,100.06","20,897.20","21,245.93","20,862.05",946.26M,0.08%
5-Mar-20,"21,329.12","21,399.87","21,399.87","21,220.76",857.31M,1.09%
6-Mar-20,"20,749.75","21,009.80","21,061.20","20,613.91",1.12B,-2.72%
9-Mar-20,"19,698.76","20,343.31","20,347.19","19,472.26",1.70B,-5.07%
10-Mar-20,"19,867.12","19,474.89","19,970.35","18,891.77",1.65B,0.85%
11-Mar-20,"19,416.06","19,758.26","19,974.83","19,392.25",1.29B,-2.27%
12-Mar-20,"18,559.63","19,064.51","19,142.18","18,339.27",1.65B,-4.41%
13-Mar-20,"17,431.05","18,183.47","18,184.46","16,690.60",2.33B,-6.08%
16-Mar-20,"17,002.04","17,586.08","17,785.76","16,914.45",1.58B,-2.46%
17-Mar-20,"17,011.53","16,726.95","17,557.04","16,378.94",1.99B,0.06%
18-Mar-20,"16,726.55","17,154.08","17,396.84","16,698.46",1.77B,-1.68%
19-Mar-20,"16,552.83","16,995.77","17,160.97","16,358.19",1.99B,-1.04%
23-Mar-20,"16,887.78","16,570.57","17,049.03","16,480.95",1.70B,2.02%
24-Mar-20,"18,092.35","17,206.88","18,100.39","17,197.14",1.47B,7.13%
25-Mar-20,"19,546.63","18,446.80","19,564.38","18,446.80",1.48B,8.04%
26-Mar-20,"18,664.60","19,234.77","19,240.29","18,512.81",1.28B,-4.51%
27-Mar-20,"19,389.43","19,021.97","19,389.43","18,832.21",1.49B,3.88%
30-Mar-20,"19,084.97","18,884.07","19,084.97","18,578.20",1.21B,-1.57%
31-Mar-20,"18,917.01","19,181.90","19,336.19","18,834.16",1.22B,-0.88%
1-Apr-20,"18,065.41","18,686.12","18,784.25","17,871.62",1.06B,-4.50%
2-Apr-20,"17,818.72","17,934.42","18,132.04","17,707.66",1.07B,-1.37%
3-Apr-20,"17,820.19","17,951.44","18,059.15","17,646.50",959.83M,0.01%
6-Apr-20,"18,576.30","17,857.99","18,672.26","17,802.62",1.06B,4.24%
7-Apr-20,"18,950.18","18,878.86","19,162.52","18,553.14",1.08B,2.01%
8-Apr-20,"19,353.24","19,047.76","19,454.34","18,730.80",1.06B,2.13%
9-Apr-20,"19,345.77","19,376.00","19,406.96","19,158.55",822.67M,-0.04%
10-Apr-20,"19,498.50","19,500.07","19,500.07","19,235.96",874.94M,0.79%
13-Apr-20,"19,043.40","19,312.04","19,355.04","19,014.32",656.32M,-2.33%
14-Apr-20,"19,638.81","19,150.30","19,705.99","19,093.12",818.78M,3.13%
15-Apr-20,"19,550.09","19,589.25","19,660.68","19,465.95",940.97M,-0.45%
16-Apr-20,"19,290.20","19,311.30","19,362.17","19,154.41",814.48M,-1.33%
